GeneName	3 Cell-line mixture-Bulk	3 Cell-line mixture-Bulk 2
RP11-404I7.1	0.0	0.0
RP11-9G1.3	4.999996	4.999996
R3HDM2P1	0.0	0.0
PCDH10	275.9995	275.9995
AC105252.1	0.0	0.0
RP11-285A15.1	0.0	0.0
AC118562.1	0.0	0.0
RP11-427M20.1	0.0	0.0
AC096763.1	0.0	0.0
PABPC4L	60.0	60.0
RP11-400D2.2	0.0	0.0
PES1P1	0.0	0.0
RP11-400D2.3	0.0	0.0
CTD-2012I17.1	0.0	0.0
RP11-192C21.2	0.0	0.0
RP11-192C21.3	0.0	0.0
RP11-192C21.1	0.0	0.0
RP11-553P9.1	13.0157	13.0157
RP11-553P9.2	0.0	0.0
RP11-553P9.3	0.0	0.0
KRT18P54	0.0	0.0
AC108867.1	0.0	0.0
TARS2P1	0.0	0.0
RP11-780O17.1	0.0	0.0
LINC00613	0.0	0.0
RNU1-89P	0.0	0.0
RP11-782E2.2	0.0	0.0
RP11-775H9.3	0.0	0.0
RP11-775H9.2	0.0	0.0
RP11-775H9.1	0.0	0.0
TERF1P3	0.0	0.0
RP11-625B21.1	0.0	0.0
AC093875.1	0.0	0.0
RP11-138I17.1	1.0	1.0
RP11-785F11.1	0.0	0.0
AC060835.1	0.0	0.0
SERF1AP1	0.0	0.0
STMN1P2	0.0	0.0
RPS23P2	0.0	0.0
PCDH18	2717.00452	2717.00452
RP11-714L20.1	0.0	0.0
RP13-884E18.3	0.0	0.0
RP13-884E18.2	0.0	0.0
RP13-884E18.4	0.0	0.0
RP11-793B23.1	0.0	0.0
LINC00616	0.0	0.0
SLC7A11-AS1	8.102511	8.102511
SLC7A11	2154.9	2154.9
RP11-733C7.1	0.0	0.0
LINC00498	0.0	0.0
LINC00499	0.0	0.0
LINC00500	0.0	0.0
RP11-310A13.2	0.0	0.0
RP11-173E2.1	7.07252	7.07252
RP11-173E2.2	0.0	0.0
RP11-98O2.1	0.0	0.0
AC093766.1	0.0	0.0
RP11-371F15.3	0.0	0.0
RP11-577B7.1	0.0	0.0
CCRN4L	653.99951	653.99951
AC093602.1	0.0	0.0
ELF2	3754.91837	3754.91837
RNU6-531P	0.0	0.0
RN7SL382P	0.0	0.0
PPP1R14BP3	393.111	393.111
RN7SL311P	0.0	0.0
RNU6-506P	0.0	0.0
RNU6-1074P	0.0	0.0
MGARP	16.3316	16.3316
NDUFC1	2599.66803	2599.66803
NAA15	8559.00369	8559.00369
RNU6-1214P	0.0	0.0
RP11-83A24.2	434.30899	434.30899
RP11-83A24.1	2.999998	2.999998
RAB33B	1059.68645	1059.68645
SETD7	16672.0016	16672.0016
FTH1P24	0.0	0.0
RP11-342I1.2	32.0	32.0
RP11-308D13.3	0.0	0.0
MGST2	1698.00065	1698.00065
RN7SKP237	0.0	0.0
H3F3AP6	10.3925	10.3925
MAML3	1025.0008	1025.0008
RN7SKP253	0.0	0.0
RP11-392B6.1	0.0	0.0
SCOC	4984.9978	4984.9978
SCOC-AS1	15.0	15.0
RP11-425I13.2	0.0	0.0
RPL14P3	6.04572	6.04572
CLGN	377.0	377.0
MGAT4D	0.0	0.0
RP11-542P2.2	0.0	0.0
ELMOD2	2386.99721999999	2386.99721999999
UCP1	2.0	2.0
RN7SL152P	0.0	0.0
RP11-5K16.3	0.0	0.0
TBC1D9	11337.9998999999	11337.9998999999
TNRC18P1	53.0	53.0
RNY1P14	0.0	0.0
RP11-102N12.2	0.0	0.0
RP11-102N12.3	294.0	294.0
RNF150	746.99963	746.99963
ZNF330	1930.00144999999	1930.00144999999
RP11-586L23.1	0.0	0.0
RP11-362F19.1	0.0	0.0
RP11-362F19.2	0.0	0.0
RP11-362F19.3	0.0	0.0
RP11-208N20.1	0.0	0.0
IL15	113.000059999999	113.000059999999
INPP4B	6470.00331	6470.00331
RPL5P13	0.0	0.0
LSM3P4	0.0	0.0
RP11-223C24.2	0.0	0.0
RP11-223C24.1	1.0	1.0
RP11-284M14.1	6.0	6.0
RP11-54P19.1	0.0	0.0
USP38	3914.996	3914.996
RP11-364L4.3	0.0	0.0
GAB1	2206.00336	2206.00336
MIR3139	0.0	0.0
RP11-364L4.1	17.0333	17.0333
RP11-58H15.1	0.0	0.0
RP11-58H15.3	0.0	0.0
SMARCA5	14853.98891	14853.98891
SMARCA5-AS1	34.0509	34.0509
RP11-481K16.2	0.0	0.0
GUSBP5	34.99997	34.99997
FREM3	1.0	1.0
RP13-578N3.3	0.0	0.0
RP11-780M14.1	0.0	0.0
GYPE	13.0	13.0
RP11-673E1.3	19.0521	19.0521
RP11-673E1.1	0.0	0.0
RP11-673E1.4	0.0	0.0
GYPB	0.0	0.0
GYPA	0.0	0.0
RP11-361D14.2	0.0	0.0
KRT18P51	2.92946	2.92946
HHIP-AS1	2.0	2.0
HHIP	19.0	19.0
HSPD1P5	0.0	0.0
RP13-539F13.3	0.0	0.0
RP13-539F13.2	0.0	0.0
ANAPC10	977.19556	977.19556
RN7SKP235	0.0	0.0
ABCE1	11539.4295	11539.4295
OTUD4	9442.80001	9442.80001
RPS23P4	0.0	0.0
RP11-142A22.4	3.0	3.0
RTN3P1	13.261	13.261
RP11-142A22.3	0.0	0.0
NMNAT1P4	0.0	0.0
SMAD1	3013.99837	3013.99837
SMAD1-AS2	0.0	0.0
SMAD1-AS1	0.0	0.0
RP11-557J10.5	0.0	0.0
MMAA	583.99367	583.99367
RP11-557J10.3	0.0	0.0
RP11-557J10.4	1.00575	1.00575
C4orf51	0.0	0.0
ZNF827	1509.0035	1509.0035
RP11-181K12.1	0.0	0.0
RP11-181K12.2	1.0	1.0
RP11-203B7.2	0.0	0.0
RP11-203B7.1	0.0	0.0
LINC01095	0.0	0.0
AC097372.1	0.0	0.0
LSM6	1352.00028	1352.00028
RP11-6L6.4	4.0	4.0
RP11-6L6.2	0.0	0.0
RP11-6L6.6	0.0	0.0
RP11-6L6.7	0.0	0.0
SLC10A7	649.00056	649.00056
MIR7849	0.0	0.0
RNU1-44P	0.0	0.0
POU4F2	0.0	0.0
AC093887.1	0.0	0.0
TTC29	0.0	0.0
RP11-292D4.2	0.0	0.0
RP11-292D4.1	0.0	0.0
RP11-292D4.3	0.0	0.0
RP11-292D4.4	0.0	0.0
MIR548G	0.0	0.0
RP11-364M6.1	0.0	0.0
PRMT5P1	0.0	0.0
EDNRA	124.00009	124.00009
RP11-752L20.3	55.0	55.0
GTF2F2P1	0.0	0.0
RP11-752L20.5	0.0	0.0
RP11-425A23.1	0.0	0.0
TMEM184C	5466.00307999999	5466.00307999999
PRMT9	1104.00052	1104.00052
ARHGAP10	2319.99893	2319.99893
RNA5SP165	0.0	0.0
MIR4799	0.0	0.0
RN7SL254P	0.0	0.0
RP11-315D13.1	1.0	1.0
NR3C2	283.999539999999	283.999539999999
RP11-76G10.1	0.0	0.0
RP11-655B23.1	0.0	0.0
RNA5SP166	0.0	0.0
RP11-503L19.1	0.0	0.0
ATP5LP4	0.0	0.0
RP11-360A10.1	0.0	0.0
CTB-191D16.1	0.0	0.0
RNU7-197P	0.0	0.0
RP11-563M4.1	0.0	0.0
RP11-342A1.1	0.0	0.0
RP11-24I21.1	0.0	0.0
AC097465.1	0.0	0.0
RP11-526A4.1	0.0	0.0
RP11-707F2.1	0.0	0.0
AKIRIN2P1	0.0	0.0
RNA5SP167	0.0	0.0
RNU6-1230P	0.0	0.0
RP11-423J7.1	0.0	0.0
DCLK2	273.0001	273.0001
RNU7-194P	0.0	0.0
LRBA	12288.00361	12288.00361
RP11-174F8.1	0.0	0.0
RP11-1336O20.2	1.0	1.0
MAB21L2	0.0	0.0
AC110813.1	0.0	0.0
ZBTB8OSP1	0.0	0.0
RNA5SP168	0.0	0.0
AK4P6	1.03131	1.03131
RPS3A	74215.44068	74215.44068
SNORD73	0.0	0.0
SH3D19	5663.64709	5663.64709
SNORD73A	0.0	0.0
RP11-372K14.2	22.0	22.0
RP11-731D1.1	1.0	1.0
PRSS48	0.0	0.0
RP11-731D1.3	0.0	0.0
RNU6-1282P	0.0	0.0
RP11-731D1.4	22.0	22.0
RP11-610P16.1	9.0	9.0
FAM160A1	1395.99923	1395.99923
AC097455.1	0.0	0.0
RN7SKP35	0.0	0.0
RP11-164P12.4	1.15864	1.15864
RP11-164P12.5	183.841	183.841
GATB	2473.72964	2473.72964
RP11-164P12.3	18.2698	18.2698
RP11-424M21.1	1.0	1.0
RP11-503L23.1	0.0	0.0
RP11-73G16.3	0.0	0.0
RP11-73G16.2	0.0	0.0
RP11-73G16.1	0.0	0.0
RNA5SP169	0.0	0.0
RP11-18H21.1	3.0	3.0
RP11-18H21.2	0.0	0.0
RP11-18H21.3	0.0	0.0
AC079340.1	0.0	0.0
RN7SL446P	0.0	0.0
RP11-461L13.4	1.0	1.0
RP11-461L13.5	0.0	0.0
RP11-461L13.3	2.0	2.0
FBXW7	2424.99714	2424.99714
DEAR	0.0	0.0
MIR3140	0.0	0.0
DKFZP434I0714	237.0	237.0
MIR4453	0.0	0.0
RP11-555K12.1	1.0	1.0
RP11-555K12.2	0.0	0.0
TMEM154	863.00013	863.00013
RP11-768B22.2	0.0	0.0
ARFIP1	3947.99809	3947.99809
TIGD4	25.0	25.0
RP11-529H22.1	1.00632	1.00632
AC099339.1	0.0	0.0
RP11-206F17.2	38.6628	38.6628
FHDC1	2411.998	2411.998
RP11-285C1.2	0.0	0.0
TRIM2	3452.99612	3452.99612
RNU6-1196P	0.0	0.0
ANXA2P1	9.44613	9.44613
MND1	1070.00023	1070.00023
AC013477.1	0.0	0.0
RN7SL419P	0.0	0.0
KIAA0922	1837.00329	1837.00329
RP11-153M7.3	0.0	0.0
RP11-153M7.1	0.0	0.0
TLR2	250.0	250.0
RNF175	1.0	1.0
RP11-153M7.5	0.0	0.0
AC020703.1	0.0	0.0
SFRP2	414.0	414.0
AC020703.2	0.0	0.0
RP11-290O12.2	1.02353	1.02353
AC079298.1	0.0	0.0
DCHS2	40.49026	40.49026
RP11-9N12.2	0.48621	0.48621
RP11-9N12.3	0.0	0.0
RP11-290O12.1	0.0	0.0
RP11-158C21.2	0.0	0.0
PLRG1	8645.00190999999	8645.00190999999
RNU6-1285P	0.0	0.0
RP11-158C21.3	0.0	0.0
FGB	35.0	35.0
FGA	7.0	7.0
FGG	308.000379999999	308.000379999999
LRAT	75.0	75.0
RP11-21G20.1	0.0	0.0
RP11-21G20.3	0.0	0.0
RP11-21G20.4	0.0	0.0
RBM46	1.0	1.0
RNU2-66P	0.0	0.0
RNU2-44P	0.0	0.0
AC097467.2	1.16878	1.16878
RP11-92A5.2	0.0	0.0
NPY2R	0.0	0.0
RP11-27G13.1	0.0	0.0
MAP9	2637.83083	2637.83083
YWHAEP4	0.0	0.0
RP11-27G13.4	0.0	0.0
RP11-27G13.5	0.0	0.0
RP11-627H22.9	0.0	0.0
MTND6P17	0.0	0.0
MTND5P9	0.0	0.0
MTND4P8	0.0	0.0
MTND3P3	0.0	0.0
RP11-627H22.8	0.0	0.0
MTATP6P9	0.0	0.0
RP11-627H22.6	0.0	0.0
RP11-627H22.5	0.0	0.0
MTND2P33	0.0	0.0
MTND1P22	0.0	0.0
RP13-487K5.1	0.0	0.0
GUCY1A3	2521.0011	2521.0011
RP11-588K22.2	491.0	491.0
GUCY1B3	2050.9963	2050.9963
ASIC5	0.0	0.0
TDO2	48.99996	48.99996
CTSO	993.0	993.0
FTH1P21	0.0	0.0
AC108211.1	0.0	0.0
RP11-171N4.1	2.0	2.0
RP11-171N4.2	0.0	0.0
RP11-171N4.3	0.0	0.0
RP11-171N4.4	0.0	0.0
PDGFC	2670.00171999999	2670.00171999999
RP11-154F14.2	0.0	0.0
RP11-154F14.3	0.0	0.0
RP11-612J15.1	0.0	0.0
RP11-612J15.3	0.0	0.0
RPPH1-3P	0.0	0.0
GLRB	802.000169999999	802.000169999999
RNU6-582P	0.0	0.0
GRIA2	15.0	15.0
RP11-392C20.1	0.0	0.0
AC079233.1	0.0	0.0
RP11-364P22.1	0.0	0.0
AC093817.1	0.0	0.0
RP11-364P22.2	0.0	0.0
RP11-312A15.1	0.0	0.0
RP11-364P22.3	0.0	0.0
RP11-312A15.2	0.0	0.0
RP11-312A15.3	1.0	1.0
RP11-597D13.1	0.0	0.0
RP11-597D13.2	1.0	1.0
FAM198B	1876.17037999999	1876.17037999999
RP11-597D13.9	407.99689	407.99689
NUDT19P5	2.0	2.0
RP11-597D13.8	1.83258	1.83258
TMEM144	899.99951	899.99951
RP11-597D13.7	16.41036	16.41036
RXFP1	26.0	26.0
RNU4-79P	0.0	0.0
RP11-781M16.1	0.0	0.0
RP11-781M16.2	0.0	0.0
C4orf46	2523.352	2523.352
ETFDH	2367.5351	2367.5351
PPID	3565.0989	3565.0989
FNIP2	1862.99763	1862.99763
RNU6-128P	0.0	0.0
C4orf45	0.0	0.0
AC093700.1	0.0	0.0
RP11-815N9.2	4.0	4.0
FABP5P12	0.0	0.0
RAPGEF2	3039.00019999999	3039.00019999999
MIR3688-1	0.0	0.0
RP11-138A23.1	0.0	0.0
RP11-138A23.2	0.0	0.0
RP11-6C14.1	1.0	1.0
AC097466.1	0.0	0.0
RP11-502M1.1	1.0	1.0
RP11-502M1.2	2.0	2.0
RPS14P7	0.0	0.0
AC106860.1	0.0	0.0
RP11-234O6.2	0.0	0.0
FSTL5	5.0	5.0
RP11-497K21.1	0.0	0.0
MTHFD2P4	0.0	0.0
TOMM22P4	0.0	0.0
AC005150.3	0.0	0.0
AC005150.1	0.0	0.0
AC005150.2	0.0	0.0
AC021134.1	0.0	0.0
RP11-580J4.1	0.0	0.0
RP11-563E2.2	7.0	7.0
NAF1	1414.99898999999	1414.99898999999
RP11-719L21.1	0.0	0.0
NPY1R	439.99989	439.99989
NPY5R	7.0	7.0
RPL35AP12	0.0	0.0
TKTL2	1.0	1.0
TMA16	2424.00093	2424.00093
AC093788.1	0.0	0.0
43525	250.000002	250.000002
RP11-218F10.3	12.0	12.0
RN7SKP105	0.0	0.0
RP11-606P2.1	1.0	1.0
RP11-39C10.1	0.0	0.0
ANP32C	0.0	0.0
RP11-75A5.1	0.0	0.0
RNU6-284P	0.0	0.0
RP11-294O2.1	0.0	0.0
LINC01207	3.0	3.0
RNU6-668P	0.0	0.0
APELA	2.000002	2.000002
TRIM60P14	0.0	0.0
RP11-366M4.2	0.0	0.0
FAM218BP	0.0	0.0
RP11-366M4.18	0.0	0.0
RP11-366M4.6	0.0	0.0
NACA3P	24.0135	24.0135
RP11-366M4.8	0.0	0.0
TRIM61	12.8636	12.8636
FAM218A	78.0	78.0
RP11-366M4.11	19.1364	19.1364
RP11-366M4.12	0.0	0.0
RP11-366M4.13	0.0	0.0
RP11-366M4.14	0.0	0.0
RP11-366M4.1	1.02862	1.02862
RP11-366M4.19	0.0	0.0
RP11-366M4.15	0.0	0.0
TRIM60	0.0	0.0
RP11-366M4.17	0.0	0.0
TRIM75P	2.0	2.0
TMEM192	3855.996	3855.996
KLHL2	2042.3505	2042.3505
RNU4-87P	0.0	0.0
RP11-668G10.2	14.3579	14.3579
MSMO1	6318.9978	6318.9978
CPE	4269.004	4269.004
MIR578	0.0	0.0
HADHAP1	0.0	0.0
SCGB1D5P	0.0	0.0
NOL8P1	0.0	0.0
RP11-511B7.1	0.0	0.0
LINC01179	0.0	0.0
TLL1	0.0	0.0
RNA5SP170	0.0	0.0
AC093874.1	0.0	0.0
RP11-217C7.1	0.0	0.0
SPOCK3	0.0	0.0
RNA5SP171	0.0	0.0
AC010103.1	0.0	0.0
RP11-436A7.1	0.0	0.0
RN7SL776P	0.0	0.0
PHBP14	0.0	0.0
RN7SKP188	0.0	0.0
RP11-521F1.1	0.0	0.0
RP11-310I9.1	0.0	0.0
ANXA10	0.0	0.0
DDX60	488.99953	488.99953
DDX60L	744.99947	744.99947
PALLD	7618.78872	7618.78872
BTF3L4P4	0.0	0.0
RP11-610J23.1	0.0	0.0
RNU6-1336P	0.0	0.0
RPL9P16	2.0	2.0
RP11-635L1.3	0.0	0.0
RP11-635L1.2	5.0	5.0
CBR4	2152.20053	2152.20053
RNU6-853P	0.0	0.0
RNY4P17	1.0	1.0
RP11-483A20.3	2.0	2.0
SH3RF1	3741.00452999999	3741.00452999999
RPL6P12	0.0	0.0
RP11-327O17.2	0.0	0.0
NEK1	1816.0003	1816.0003
CLCN3	7916.99227	7916.99227
C4orf27	2621.96169	2621.96169
AC106878.1	0.0	0.0
PTGES3P3	41.3729	41.3729
RP11-205M3.1	0.0	0.0
RP11-205M3.3	2.0	2.0
AC079768.1	0.0	0.0
RP11-6E9.5	0.0	0.0
RP11-6E9.4	0.0	0.0
MFAP3L	2892.99694	2892.99694
AADAT	962.9997	962.9997
APOBEC3AP1	0.0	0.0
RP11-654F3.1	0.0	0.0
RP11-789C1.1	6.0	6.0
RP11-789C1.2	0.0	0.0
RP11-796L2.1	0.0	0.0
HSP90AA6P	2.004902	2.004902
RP11-322J23.1	0.0	0.0
RP11-213L8.1	0.0	0.0
RNU6ATAC13P	0.0	0.0
RP11-344G13.1	0.0	0.0
RP11-344G13.2	0.0	0.0
RP11-384D10.1	0.0	0.0
MIR6082	0.0	0.0
RP11-717H13.1	0.0	0.0
RP11-97E7.1	0.0	0.0
RP11-97E7.2	0.0	0.0
GALNTL6	59.999913	59.999913
RP11-485C11.1	0.0	0.0
RP11-10K16.1	87.0001	87.0001
RN7SL253P	0.0	0.0
GALNT7	7858.65509999999	7858.65509999999
MIR548T	0.0	0.0
RP11-798M19.3	4.3488	4.3488
HMGB2	33121.9901	33121.9901
RP11-798M19.6	144.00003	144.00003
SAP30	2780.99	2780.99
SCRG1	3.0	3.0
RPL5P11	0.0	0.0
RNU6-1096P	0.0	0.0
RP11-489G11.3	1.0	1.0
HAND2	136.89347	136.89347
HAND2-AS1	32.1065	32.1065
RP11-475B2.1	1.0	1.0
MORF4	8.2153	8.2153
RANP6	3.02689	3.02689
RP11-161D15.2	0.0	0.0
RP11-161D15.1	2.0	2.0
RP11-161D15.3	0.0	0.0
RP11-148L24.1	0.0	0.0
RP11-248N22.1	0.0	0.0
RP11-248N22.2	0.0	0.0
FBXO8	1413.6031	1413.6031
CEP44	1148.39661399999	1148.39661399999
RP11-51M24.1	0.0	0.0
MIR4276	0.0	0.0
HPGD	243.00011	243.00011
RP11-440I14.2	2.0	2.0
RP11-440I14.3	0.0	0.0
RP11-440I14.4	0.0	0.0
GLRA3	1997.003	1997.003
ADAM29	28.999996	28.999996
RP13-577H12.3	0.0	0.0
AC105914.1	0.0	0.0
RP13-577H12.2	0.0	0.0
RP11-391J13.1	0.0	0.0
RP11-287F9.1	0.0	0.0
RP11-287F9.2	6.0	6.0
RP11-598D14.1	1.0	1.0
TSEN2P1	1.0	1.0
ADAM20P2	0.0	0.0
GPM6A	13.0	13.0
RP11-806K15.1	0.0	0.0
RP11-598O12.1	0.0	0.0
MARK2P4	0.0	0.0
AC110794.1	0.0	0.0
WDR17	191.000067	191.000067
SPATA4	1.0	1.0
ASB5	1.0	1.0
RP11-87F15.2	2.5587	2.5587
SPCS3	10154.446	10154.446
RP11-313E19.1	0.0	0.0
RP11-313E19.2	0.0	0.0
VEGFC	1658.0	1658.0
RP11-624A4.1	0.0	0.0
RP11-765K14.1	0.0	0.0
RN7SKP136	0.0	0.0
RP11-487E13.1	0.0	0.0
NEIL3	1775.9956	1775.9956
RP11-376O6.2	3.0	3.0
AGA	2477.99536999999	2477.99536999999
RP11-130F10.1	21.0	21.0
RNA5SP172	0.0	0.0
AC078881.1	0.0	0.0
RP11-140M13.1	0.0	0.0
LINC01098	0.0	0.0
LINC01099	0.0	0.0
RNU1-45P	0.0	0.0
RP11-84H6.1	0.0	0.0
AC108205.1	0.0	0.0
RNA5SP173	0.0	0.0
SNORD65	0.0	0.0
RP11-296L20.1	0.0	0.0
RP11-404J23.1	0.0	0.0
RP11-774G5.1	0.0	0.0
RP11-751A18.1	0.0	0.0
RP11-460H9.1	0.0	0.0
LINC00290	0.0	0.0
RP11-665C14.1	0.0	0.0
RP11-665C14.2	0.0	0.0
RP11-433O3.1	5.0	5.0
RP11-540E16.2	0.0	0.0
RN7SKP13	0.0	0.0
AC108142.1	88.00003	88.00003
CCNHP1	0.0	0.0
TENM3	1351.9995	1351.9995
RP11-402C9.1	0.0	0.0
MIR1305	0.0	0.0
RNU2-34P	0.0	0.0
RN7SKP67	0.0	0.0
RP11-18D7.3	0.0	0.0
RP11-18D7.2	1.0	1.0
AC114798.1	0.0	0.0
RP11-188P17.2	0.0	0.0
DCTD	2651.99577	2651.99577
RP11-335L23.2	0.0	0.0
FAM92A1P2	0.0	0.0
RP11-335L23.4	1.0	1.0
RP11-335L23.5	0.0	0.0
WWC2-AS2	7.0	7.0
WWC2	1666.99996999999	1666.99996999999
RNU7-158P	0.0	0.0
WWC2-AS1	0.0	0.0
CLDN22	0.0	0.0
CLDN24	0.0	0.0
RP11-451F20.1	0.0	0.0
AC093844.1	0.0	0.0
RP11-692E14.1	0.0	0.0
CDKN2AIP	1677.99969	1677.99969
VTI1BP2	0.0	0.0
RP11-367N14.2	5.0	5.0
ING2	1838.00149999999	1838.00149999999
RP11-367N14.3	7.0	7.0
RWDD4	3825.42279999999	3825.42279999999
RNU6-479P	0.0	0.0
TRAPPC11	3713.9999	3713.9999
RNU6-335P	0.0	0.0
RNU6-1053P	0.0	0.0
STOX2	1806.9973	1806.9973
RP11-739P1.2	3.0	3.0
RP11-616K6.1	0.0	0.0
ENPP6	0.0	0.0
RP11-162O12.1	0.0	0.0
AC079080.1	0.0	0.0
RN7SL28P	0.0	0.0
RP11-162O12.2	3.00041	3.00041
RP11-290F5.2	12.0	12.0
RP11-290F5.1	3.0	3.0
IRF2	2432.00417	2432.00417
SNORD79	0.0	0.0
RP11-326I11.5	4.0	4.0
RP11-326I11.3	126.0	126.0
RP11-326I11.4	3.0	3.0
RP11-326I11.1	0.0	0.0
RP11-242J7.1	0.0	0.0
CASP3	3988.99601	3988.99601
PRIMPOL	878.00851	878.00851
CENPU	8029.9922	8029.9922
ACSL1	8790.00055	8790.00055
SLED1	4.0	4.0
RP11-701P16.2	0.0	0.0
RP11-701P16.5	0.0	0.0
MIR3945	0.0	0.0
LINC01093	1.0	1.0
RP11-701P16.3	0.0	0.0
MIR4455	0.0	0.0
RP11-517M22.1	0.0	0.0
RP11-386B13.4	0.0	0.0
HELT	2.0	2.0
RP11-386B13.3	0.0	0.0
RP11-386B13.1	0.0	0.0
AC093824.1	0.0	0.0
SLC25A4	3677.00299999999	3677.00299999999
CFAP97	5870.99655	5870.99655
SNX25	1520.64014	1520.64014
LRP2BP	126.000019999999	126.000019999999
RP11-714G18.1	2.0	2.0
ANKRD37	176.06074	176.06074
UFSP2	2656.93503	2656.93503
C4orf47	28.00001	28.00001
CCDC110	47.00005	47.00005
RP11-279O9.4	4.0	4.0
PDLIM3	110.00002	110.00002
SORBS2	75.9999269999999	75.9999269999999
RP11-301L8.2	1.0	1.0
RP11-626E13.1	0.0	0.0
RP11-45I20.1	0.0	0.0
RNU4-64P	0.0	0.0
TLR3	253.0004	253.0004
FAM149A	50.7533	50.7533
RP11-173M11.2	2.24675	2.24675
ORAOV1P1	0.0	0.0
FLJ38576	6.0	6.0
CYP4V2	1998.0038	1998.0038
KLKB1	1.0	1.0
F11	0.0	0.0
F11-AS1	4.0	4.0
SLC25A5P6	0.0	0.0
RP11-215A19.2	0.0	0.0
RNU6-1055P	0.0	0.0
MTNR1A	0.0	0.0
FAT1	31645.9475299999	31645.9475299999
RP11-11N5.1	1.0	1.0
RP11-11N5.3	0.0	0.0
MRPS36P2	0.0	0.0
RP11-217E13.1	0.0	0.0
RP11-696F12.1	0.0	0.0
RP11-308K2.1	0.0	0.0
RP11-138B4.1	4.0	4.0
RP11-91J3.2	0.0	0.0
RP11-91J3.3	459.0	459.0
AC093763.1	0.0	0.0
RP11-91J3.1	0.0	0.0
RP11-237D3.1	0.0	0.0
RP11-565A3.2	5.0	5.0
RP11-565A3.1	0.0	0.0
ADAM20P3	0.0	0.0
RP11-713C19.2	0.0	0.0
ZFP42	3730.003	3730.003
TRIML2	118.00051	118.00051
RP11-713C19.1	0.0	0.0
RNU6-173P	0.0	0.0
TRIML1	2.0	2.0
RP11-366H4.3	0.0	0.0
RP11-366H4.1	0.0	0.0
AC138781.1	0.0	0.0
RP11-219G10.1	2.00003	2.00003
ICE2P1	0.0	0.0
LINC01060	2.0	2.0
RP11-756P10.1	0.0	0.0
RP11-756P10.7	0.0	0.0
RNU7-192P	0.0	0.0
RP11-756P10.3	192.2	192.2
RP11-756P10.6	356.404	356.404
RP11-756P10.4	0.0	0.0
RP11-756P10.5	0.0	0.0
RP11-756P10.2	0.0	0.0
RP11-818C3.1	0.0	0.0
RP11-706F1.1	0.0	0.0
RP11-706F1.2	0.0	0.0
HSP90AA4P	2.00019	2.00019
LINC01262	0.0	0.0
RP11-462G22.2	0.0	0.0
RNU1-51P	0.0	0.0
AF146191.4	2.0	2.0
RP11-463J17.2	1.0	1.0
RP11-463J17.1	0.0	0.0
FRG1	2538.36171	2538.36171
MLLT10P2	0.0	0.0
AF146191.8	0.0	0.0
TUBB7P	13.184	13.184
RNA5SP174	0.0	0.0
RNA5SP175	0.0	0.0
DUX4L9	0.0	0.0
FRG2	0.0	0.0
RARRES2P4	0.0	0.0
AGGF1P1	3.42709	3.42709
CLUHP4	0.0	0.0
U85056.1	0.0	0.0
DBET	0.0	0.0
DUX4L8	0.0	0.0
AC126281.1	0.0	0.0
DUX4L7	0.0	0.0
AC126281.3	0.0	0.0
DUX4L6	0.0	0.0
AC126281.8	0.0	0.0
DUX4L5	0.0	0.0
AC126281.2	0.0	0.0
DUX4L4	0.0	0.0
AC126281.5	0.0	0.0
DUX4L1	0.0	0.0
AC126281.7	0.0	0.0
DUX4L3	0.0	0.0
AC126281.6	0.0	0.0
DUX4L2	0.0	0.0
AC126281.4	0.0	0.0
DUX4	1.0	1.0
AC215524.1	0.0	0.0
ABC7-42391500H16.2	0.0	0.0
RP11-811I15.1	0.0	0.0
CTD-2231H16.1	37.0	37.0
PLEKHG4B	722.999999999999	722.999999999999
LRRC14B	4.0	4.0
CTD-2083E4.7	3.0	3.0
CCDC127	2118.0002	2118.0002
CTD-2083E4.4	99.0595	99.0595
SDHA	24817.9912999999	24817.9912999999
AC021087.1	0.0	0.0
CTD-2083E4.6	0.0	0.0
PDCD6	12927.57049	12927.57049
CTD-2083E4.5	28.0	28.0
AHRR	983.46034	983.46034
CTD-2228K2.2	0.0	0.0
CTD-2228K2.1	0.0	0.0
EXOC3-AS1	409.999699999999	409.999699999999
EXOC3	7520.6068	7520.6068
PP7080	1439.4002	1439.4002
CTD-2228K2.7	1132.41579999999	1132.41579999999
SLC9A3	37.5841	37.5841
RP11-310P5.2	0.0	0.0
MIR4456	0.0	0.0
RP11-310P5.1	3.0	3.0
CEP72	1036.4633	1036.4633
TPPP	137.536	137.536
CTD-2589H19.6	142.0	142.0
ZDHHC11B	59.29773	59.29773
BRD9P2	1.13811	1.13811
ZDHHC11	486.857359999999	486.857359999999
SPCS2P3	0.0	0.0
BRD9	5562.43209	5562.43209
TRIP13	8640.27573	8640.27573
RP11-661C8.2	1.0	1.0
RP11-661C8.3	0.0	0.0
RP11-43F13.3	1.0	1.0
RP11-43F13.4	0.0	0.0
NKD2	144.00015	144.00015
SLC12A7	2907.99559999999	2907.99559999999
MIR4635	0.0	0.0
CTD-3080P12.3	0.0	0.0
SLC6A19	3.000003	3.000003
SLC6A18	0.0	0.0
TERT	59.000033	59.000033
MIR4457	0.0	0.0
CLPTM1L	14921.99738	14921.99738
LINC01511	0.0	0.0
RP11-325I22.1	0.0	0.0
RP11-325I22.3	25.0	25.0
SLC6A3	47.99996	47.99996
